test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,single_client_pool_50,00:00:35,global information,1198909,1198909,0,34254.54,0.07,1.32,43.15,1.08,1.46,3.05,5.12,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,single_client_pool_50,00:00:35,client_step,1198909,1198909,0,34254.54,0.07,1.32,43.15,1.08,1.46,3.04,5.12,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
