test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,sustained_10_conn,00:00:30,global information,1144866,1144866,0,38162.2,0.08,0.26,57.5,0.23,0.27,0.38,1.32,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,sustained_10_conn,00:00:30,client_step,1144866,1144866,0,38162.2,0.07,0.26,57.49,0.23,0.27,0.38,1.31,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
