test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,max_throughput_ramp,00:00:40,global information,742750,742750,0,18568.75,0.07,108.69,2659.94,59.39,169.73,294.91,824.83,164.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,max_throughput_ramp,00:00:40,client_step,742750,742750,0,18568.75,0.07,108.69,2659.94,59.39,169.73,294.91,824.83,164.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
